,complaint_date,offense,borough,category,victim_age_group,victim_sex
285,2023-01-06,FELONY ASSAULT,STATEN ISLAND,FELONY,25-44,L
286,2023-01-09,ASSAULT 3 & RELATED OFFENSES,STATEN ISLAND,MISDEMEANOR,25-44,F
287,2023-01-06,CRIMINAL MISCHIEF & RELATED OF,STATEN ISLAND,MISDEMEANOR,UNKNOWN,D
288,2023-01-20,CRIMINAL MISCHIEF & RELATED OF,STATEN ISLAND,MISDEMEANOR,UNKNOWN,D
289,2023-01-23,OFF. AGNST PUB ORD SENSBLTY &,STATEN ISLAND,MISDEMEANOR,45-64,F
290,2023-01-04,VEHICLE AND TRAFFIC LAWS,STATEN ISLAND,MISDEMEANOR,UNKNOWN,E
291,2023-01-26,BURGLARY,STATEN ISLAND,FELONY,45-64,M
292,2023-01-31,THEFT-FRAUD,STATEN ISLAND,FELONY,65+,M
293,2023-01-28,MISCELLANEOUS PENAL LAW,STATEN ISLAND,VIOLATION,25-44,F
294,2023-01-18,VEHICLE AND TRAFFIC LAWS,STATEN ISLAND,MISDEMEANOR,UNKNOWN,E
295,2023-01-29,INTOXICATED & IMPAIRED DRIVING,STATEN ISLAND,MISDEMEANOR,UNKNOWN,E
296,2023-01-06,CRIMINAL MISCHIEF & RELATED OF,STATEN ISLAND,MISDEMEANOR,UNKNOWN,E
297,2023-01-20,PETIT LARCENY,STATEN ISLAND,MISDEMEANOR,UNKNOWN,D
298,2023-01-30,HARRASSMENT 2,STATEN ISLAND,VIOLATION,45-64,F
299,2023-01-26,GRAND LARCENY OF MOTOR VEHICLE,STATEN ISLAND,FELONY,25-44,M
300,2023-01-02,DANGEROUS WEAPONS,STATEN ISLAND,MISDEMEANOR,25-44,F
301,2023-01-23,CRIMINAL MISCHIEF & RELATED OF,STATEN ISLAND,MISDEMEANOR,45-64,M
302,2023-01-02,PETIT LARCENY,STATEN ISLAND,MISDEMEANOR,25-44,M
303,2023-01-15,OFF. AGNST PUB ORD SENSBLTY &,STATEN ISLAND,MISDEMEANOR,45-64,F
304,2023-01-08,ASSAULT 3 & RELATED OFFENSES,STATEN ISLAND,MISDEMEANOR,25-44,M
305,2023-01-29,CRIMINAL MISCHIEF & RELATED OF,STATEN ISLAND,MISDEMEANOR,UNKNOWN,D
306,2023-01-07,GRAND LARCENY,STATEN ISLAND,FELONY,25-44,M
307,2023-01-14,CRIMINAL MISCHIEF & RELATED OF,STATEN ISLAND,FELONY,65+,F
308,2023-01-26,POSSESSION OF STOLEN PROPERTY,STATEN ISLAND,FELONY,UNKNOWN,F
309,2023-01-11,POSSESSION OF STOLEN PROPERTY,STATEN ISLAND,MISDEMEANOR,25-44,F
310,2023-01-14,BURGLARY,STATEN ISLAND,FELONY,45-64,F
311,2023-01-21,PETIT LARCENY,STATEN ISLAND,MISDEMEANOR,UNKNOWN,D
312,2023-01-02,OFFENSES AGAINST PUBLIC ADMINI,STATEN ISLAND,MISDEMEANOR,25-44,F
313,2023-01-26,CRIMINAL MISCHIEF & RELATED OF,STATEN ISLAND,MISDEMEANOR,25-44,F
314,2023-01-14,HARRASSMENT 2,STATEN ISLAND,VIOLATION,65+,F
315,2023-01-25,PETIT LARCENY,STATEN ISLAND,MISDEMEANOR,UNKNOWN,D
316,2023-01-19,PETIT LARCENY,STATEN ISLAND,MISDEMEANOR,25-44,F
317,2023-01-08,PETIT LARCENY,STATEN ISLAND,MISDEMEANOR,UNKNOWN,D
318,2023-01-08,ASSAULT 3 & RELATED OFFENSES,STATEN ISLAND,MISDEMEANOR,25-44,F
319,2023-01-29,ASSAULT 3 & RELATED OFFENSES,STATEN ISLAND,MISDEMEANOR,65+,F
320,2023-01-26,CRIMINAL MISCHIEF & RELATED OF,STATEN ISLAND,FELONY,45-64,M
321,2023-01-10,FORGERY,STATEN ISLAND,FELONY,UNKNOWN,E
322,2023-01-02,HARRASSMENT 2,STATEN ISLAND,VIOLATION,65+,F
323,2023-01-22,HARRASSMENT 2,STATEN ISLAND,VIOLATION,25-44,F
324,2023-01-28,PETIT LARCENY,STATEN ISLAND,MISDEMEANOR,25-44,F
325,2023-01-27,PETIT LARCENY,STATEN ISLAND,MISDEMEANOR,65+,F
326,2023-01-15,HARRASSMENT 2,STATEN ISLAND,VIOLATION,45-64,F
327,2023-01-05,GRAND LARCENY,STATEN ISLAND,FELONY,65+,F
328,2023-01-06,CRIMINAL MISCHIEF & RELATED OF,STATEN ISLAND,MISDEMEANOR,UNKNOWN,E
329,2023-01-14,HARRASSMENT 2,STATEN ISLAND,VIOLATION,45-64,M
330,2023-01-01,GRAND LARCENY,STATEN ISLAND,FELONY,45-64,M
331,2023-01-08,FELONY ASSAULT,STATEN ISLAND,FELONY,18-24,M
332,2023-01-31,PETIT LARCENY,STATEN ISLAND,MISDEMEANOR,45-64,M
333,2023-01-24,HARRASSMENT 2,STATEN ISLAND,VIOLATION,65+,M
334,2023-01-15,CRIMINAL MISCHIEF & RELATED OF,STATEN ISLAND,MISDEMEANOR,25-44,F
335,2023-01-20,HARRASSMENT 2,STATEN ISLAND,VIOLATION,25-44,F
336,2023-01-16,HARRASSMENT 2,STATEN ISLAND,VIOLATION,UNKNOWN,F
337,2023-01-15,CRIMINAL MISCHIEF & RELATED OF,STATEN ISLAND,MISDEMEANOR,25-44,M
338,2023-01-13,HARRASSMENT 2,STATEN ISLAND,VIOLATION,25-44,F
339,2023-01-14,HARRASSMENT 2,STATEN ISLAND,VIOLATION,18-24,F
340,2023-01-09,DANGEROUS WEAPONS,STATEN ISLAND,FELONY,UNKNOWN,E
341,2023-01-29,MISCELLANEOUS PENAL LAW,STATEN ISLAND,FELONY,25-44,F
342,2023-01-26,ASSAULT 3 & RELATED OFFENSES,STATEN ISLAND,MISDEMEANOR,<18,F
343,2023-01-17,HARRASSMENT 2,STATEN ISLAND,VIOLATION,18-24,F
344,2023-01-05,ASSAULT 3 & RELATED OFFENSES,STATEN ISLAND,MISDEMEANOR,45-64,M
345,2023-01-05,HARRASSMENT 2,STATEN ISLAND,VIOLATION,25-44,M
346,2023-01-26,FELONY ASSAULT,STATEN ISLAND,FELONY,<18,F
347,2023-01-14,GRAND LARCENY,STATEN ISLAND,FELONY,UNKNOWN,D
348,2023-01-20,PETIT LARCENY,STATEN ISLAND,MISDEMEANOR,UNKNOWN,D
349,2023-01-23,ASSAULT 3 & RELATED OFFENSES,STATEN ISLAND,MISDEMEANOR,45-64,M
350,2023-01-24,INTOXICATED & IMPAIRED DRIVING,STATEN ISLAND,MISDEMEANOR,UNKNOWN,E
351,2023-01-16,PETIT LARCENY,STATEN ISLAND,MISDEMEANOR,25-44,M
352,2023-01-21,PETIT LARCENY,STATEN ISLAND,MISDEMEANOR,UNKNOWN,D
353,2023-01-05,HARRASSMENT 2,STATEN ISLAND,VIOLATION,45-64,F
354,2023-01-03,BURGLARY,STATEN ISLAND,FELONY,UNKNOWN,D
355,2023-01-06,CRIMINAL MISCHIEF & RELATED OF,STATEN ISLAND,MISDEMEANOR,UNKNOWN,D
356,2023-01-02,HARRASSMENT 2,STATEN ISLAND,VIOLATION,18-24,F
357,2023-01-15,PETIT LARCENY,STATEN ISLAND,MISDEMEANOR,45-64,M
358,2023-01-13,HARRASSMENT 2,STATEN ISLAND,VIOLATION,<18,F
359,2023-01-22,CRIMINAL MISCHIEF & RELATED OF,STATEN ISLAND,MISDEMEANOR,45-64,M
360,2023-01-17,ASSAULT 3 & RELATED OFFENSES,STATEN ISLAND,MISDEMEANOR,25-44,F
361,2023-01-25,HARRASSMENT 2,STATEN ISLAND,VIOLATION,45-64,F
362,2023-01-02,PETIT LARCENY,STATEN ISLAND,MISDEMEANOR,25-44,M
363,2023-01-15,GRAND LARCENY,STATEN ISLAND,FELONY,45-64,M
364,2023-01-09,PETIT LARCENY,STATEN ISLAND,MISDEMEANOR,45-64,M
365,2023-01-16,HARRASSMENT 2,STATEN ISLAND,VIOLATION,25-44,F
366,2023-01-04,GRAND LARCENY,STATEN ISLAND,FELONY,UNKNOWN,D
367,2023-01-04,PETIT LARCENY,STATEN ISLAND,MISDEMEANOR,UNKNOWN,D
368,2023-01-17,GRAND LARCENY OF MOTOR VEHICLE,STATEN ISLAND,FELONY,45-64,F
369,2023-01-04,ASSAULT 3 & RELATED OFFENSES,STATEN ISLAND,MISDEMEANOR,65+,M
370,2023-01-27,GRAND LARCENY OF MOTOR VEHICLE,STATEN ISLAND,FELONY,25-44,M
371,2023-01-20,VEHICLE AND TRAFFIC LAWS,STATEN ISLAND,MISDEMEANOR,UNKNOWN,E
372,2023-01-07,PETIT LARCENY,STATEN ISLAND,MISDEMEANOR,UNKNOWN,D
373,2023-01-07,ASSAULT 3 & RELATED OFFENSES,STATEN ISLAND,MISDEMEANOR,25-44,M
374,2023-01-17,OFF. AGNST PUB ORD SENSBLTY &,STATEN ISLAND,MISDEMEANOR,25-44,M
375,2023-01-23,OFF. AGNST PUB ORD SENSBLTY &,STATEN ISLAND,MISDEMEANOR,45-64,M
376,2023-01-29,HARRASSMENT 2,STATEN ISLAND,VIOLATION,25-44,M
377,2023-01-31,HARRASSMENT 2,STATEN ISLAND,VIOLATION,45-64,F
378,2023-01-22,HARRASSMENT 2,STATEN ISLAND,VIOLATION,25-44,M
379,2023-01-12,PETIT LARCENY,STATEN ISLAND,MISDEMEANOR,25-44,F
380,2023-01-05,GRAND LARCENY,STATEN ISLAND,FELONY,65+,M
381,2023-01-13,PETIT LARCENY,STATEN ISLAND,MISDEMEANOR,45-64,F
382,2023-01-22,VEHICLE AND TRAFFIC LAWS,STATEN ISLAND,MISDEMEANOR,UNKNOWN,E
383,2023-01-13,GRAND LARCENY OF MOTOR VEHICLE,STATEN ISLAND,FELONY,45-64,F
384,2023-01-18,DANGEROUS DRUGS,STATEN ISLAND,FELONY,UNKNOWN,E
385,2023-01-03,PETIT LARCENY,STATEN ISLAND,MISDEMEANOR,25-44,F
386,2023-01-07,PETIT LARCENY,STATEN ISLAND,MISDEMEANOR,UNKNOWN,D
387,2023-01-10,PETIT LARCENY,STATEN ISLAND,MISDEMEANOR,UNKNOWN,D
388,2023-01-21,ASSAULT 3 & RELATED OFFENSES,STATEN ISLAND,MISDEMEANOR,65+,M
389,2023-01-19,HARRASSMENT 2,STATEN ISLAND,VIOLATION,25-44,F
390,2023-01-26,VEHICLE AND TRAFFIC LAWS,STATEN ISLAND,MISDEMEANOR,45-64,F
391,2023-01-24,DANGEROUS DRUGS,STATEN ISLAND,MISDEMEANOR,UNKNOWN,E
392,2023-01-02,ROBBERY,STATEN ISLAND,FELONY,25-44,F
393,2023-01-04,CRIMINAL MISCHIEF & RELATED OF,STATEN ISLAND,MISDEMEANOR,25-44,M
394,2023-01-20,ASSAULT 3 & RELATED OFFENSES,STATEN ISLAND,MISDEMEANOR,25-44,F
395,2023-01-23,OFF. AGNST PUB ORD SENSBLTY &,STATEN ISLAND,MISDEMEANOR,45-64,F
396,2023-01-04,OFF. AGNST PUB ORD SENSBLTY &,STATEN ISLAND,MISDEMEANOR,<18,F
397,2023-01-05,GRAND LARCENY,STATEN ISLAND,FELONY,45-64,F
398,2023-01-29,CRIMINAL MISCHIEF & RELATED OF,STATEN ISLAND,FELONY,45-64,F
399,2023-01-01,GRAND LARCENY,STATEN ISLAND,FELONY,25-44,M
400,2023-01-07,GRAND LARCENY,STATEN ISLAND,FELONY,UNKNOWN,D
401,2023-01-13,HARRASSMENT 2,STATEN ISLAND,VIOLATION,25-44,F
402,2023-01-08,PETIT LARCENY,STATEN ISLAND,MISDEMEANOR,UNKNOWN,D
403,2023-01-28,HARRASSMENT 2,STATEN ISLAND,VIOLATION,45-64,M
404,2023-01-16,OFF. AGNST PUB ORD SENSBLTY &,STATEN ISLAND,MISDEMEANOR,25-44,M
405,2023-01-20,ASSAULT 3 & RELATED OFFENSES,STATEN ISLAND,MISDEMEANOR,25-44,F
406,2023-01-13,ASSAULT 3 & RELATED OFFENSES,STATEN ISLAND,MISDEMEANOR,45-64,M
407,2023-01-09,HARRASSMENT 2,STATEN ISLAND,VIOLATION,25-44,F
408,2023-01-24,VEHICLE AND TRAFFIC LAWS,STATEN ISLAND,MISDEMEANOR,UNKNOWN,E
409,2023-01-29,MISCELLANEOUS PENAL LAW,STATEN ISLAND,FELONY,25-44,L
410,2023-01-21,HARRASSMENT 2,STATEN ISLAND,VIOLATION,18-24,F
411,2023-01-31,OFFENSES INVOLVING FRAUD,STATEN ISLAND,MISDEMEANOR,UNKNOWN,E
412,2023-01-30,CRIMINAL MISCHIEF & RELATED OF,STATEN ISLAND,MISDEMEANOR,45-64,M
413,2023-01-21,ASSAULT 3 & RELATED OFFENSES,STATEN ISLAND,MISDEMEANOR,<18,M
414,2023-01-11,GRAND LARCENY,STATEN ISLAND,FELONY,UNKNOWN,D
415,2023-01-28,MISCELLANEOUS PENAL LAW,STATEN ISLAND,FELONY,<18,F
416,2023-01-12,CRIMINAL MISCHIEF & RELATED OF,STATEN ISLAND,MISDEMEANOR,UNKNOWN,E
417,2023-01-12,OFF. AGNST PUB ORD SENSBLTY &,STATEN ISLAND,MISDEMEANOR,25-44,M
418,2023-01-26,RAPE,STATEN ISLAND,FELONY,45-64,F
419,2023-01-11,HARRASSMENT 2,STATEN ISLAND,VIOLATION,65+,F
420,2023-01-04,UNAUTHORIZED USE OF A VEHICLE,STATEN ISLAND,MISDEMEANOR,UNKNOWN,D
421,2023-01-28,CRIMINAL MISCHIEF & RELATED OF,STATEN ISLAND,FELONY,UNKNOWN,D
422,2023-01-09,HARRASSMENT 2,STATEN ISLAND,VIOLATION,45-64,M
423,2023-01-26,HARRASSMENT 2,STATEN ISLAND,VIOLATION,45-64,M
424,2023-01-06,PETIT LARCENY,STATEN ISLAND,MISDEMEANOR,UNKNOWN,D
425,2023-01-07,OFFENSES AGAINST PUBLIC ADMINI,STATEN ISLAND,MISDEMEANOR,25-44,F
426,2023-01-17,FELONY ASSAULT,STATEN ISLAND,FELONY,25-44,F
427,2023-01-31,THEFT-FRAUD,STATEN ISLAND,FELONY,65+,F
428,2023-01-13,CRIMINAL MISCHIEF & RELATED OF,STATEN ISLAND,FELONY,25-44,F
429,2023-01-06,PETIT LARCENY,STATEN ISLAND,MISDEMEANOR,18-24,M
430,2023-01-11,PETIT LARCENY,STATEN ISLAND,MISDEMEANOR,UNKNOWN,D
431,2023-01-31,DANGEROUS DRUGS,STATEN ISLAND,FELONY,UNKNOWN,E
432,2023-01-24,ASSAULT 3 & RELATED OFFENSES,STATEN ISLAND,MISDEMEANOR,25-44,M
433,2023-01-03,HARRASSMENT 2,STATEN ISLAND,VIOLATION,25-44,F
434,2023-01-05,HARRASSMENT 2,STATEN ISLAND,VIOLATION,25-44,F
435,2023-01-12,PETIT LARCENY,STATEN ISLAND,MISDEMEANOR,45-64,F
436,2023-01-06,HARRASSMENT 2,STATEN ISLAND,VIOLATION,25-44,M
437,2023-01-13,PETIT LARCENY,STATEN ISLAND,MISDEMEANOR,UNKNOWN,D
438,2023-01-06,CRIMINAL MISCHIEF & RELATED OF,STATEN ISLAND,FELONY,45-64,F
439,2023-01-23,SEX CRIMES,STATEN ISLAND,MISDEMEANOR,25-44,F
440,2023-01-18,PETIT LARCENY,STATEN ISLAND,MISDEMEANOR,25-44,F
441,2023-01-10,MISCELLANEOUS PENAL LAW,STATEN ISLAND,FELONY,25-44,F
442,2023-01-31,GRAND LARCENY,STATEN ISLAND,FELONY,45-64,F
443,2023-01-08,UNAUTHORIZED USE OF A VEHICLE,STATEN ISLAND,MISDEMEANOR,25-44,F
444,2023-01-28,FRAUDS,STATEN ISLAND,MISDEMEANOR,25-44,F
445,2023-01-15,MISCELLANEOUS PENAL LAW,STATEN ISLAND,FELONY,UNKNOWN,M
446,2023-01-01,OFF. AGNST PUB ORD SENSBLTY &,STATEN ISLAND,MISDEMEANOR,<18,M
447,2023-01-11,ASSAULT 3 & RELATED OFFENSES,STATEN ISLAND,MISDEMEANOR,25-44,F
448,2023-01-11,MISCELLANEOUS PENAL LAW,STATEN ISLAND,FELONY,UNKNOWN,M
449,2023-01-05,OFFENSES AGAINST PUBLIC ADMINI,STATEN ISLAND,MISDEMEANOR,45-64,F
450,2023-01-09,GRAND LARCENY,STATEN ISLAND,FELONY,45-64,M
451,2023-01-08,HARRASSMENT 2,STATEN ISLAND,VIOLATION,18-24,F
452,2023-01-20,GRAND LARCENY,STATEN ISLAND,FELONY,25-44,M
453,2023-01-16,PETIT LARCENY,STATEN ISLAND,MISDEMEANOR,UNKNOWN,D
454,2023-01-15,CRIMINAL MISCHIEF & RELATED OF,STATEN ISLAND,MISDEMEANOR,25-44,M
455,2023-01-08,CRIMINAL MISCHIEF & RELATED OF,STATEN ISLAND,MISDEMEANOR,UNKNOWN,E
456,2023-01-14,PETIT LARCENY,STATEN ISLAND,MISDEMEANOR,UNKNOWN,D
457,2023-01-22,PETIT LARCENY,STATEN ISLAND,MISDEMEANOR,UNKNOWN,D
458,2023-01-18,PETIT LARCENY,STATEN ISLAND,MISDEMEANOR,UNKNOWN,D
459,2023-01-12,PETIT LARCENY,STATEN ISLAND,MISDEMEANOR,65+,F
460,2023-01-14,HARRASSMENT 2,STATEN ISLAND,VIOLATION,25-44,F
461,2023-01-17,GRAND LARCENY,STATEN ISLAND,FELONY,<18,M
462,2023-01-08,CRIMINAL MISCHIEF & RELATED OF,STATEN ISLAND,MISDEMEANOR,45-64,M
463,2023-01-26,HARRASSMENT 2,STATEN ISLAND,VIOLATION,18-24,M
464,2023-01-11,VEHICLE AND TRAFFIC LAWS,STATEN ISLAND,MISDEMEANOR,25-44,M
465,2023-01-11,PETIT LARCENY,STATEN ISLAND,MISDEMEANOR,UNKNOWN,D
466,2023-01-20,PETIT LARCENY,STATEN ISLAND,MISDEMEANOR,UNKNOWN,D
467,2023-01-18,ASSAULT 3 & RELATED OFFENSES,STATEN ISLAND,MISDEMEANOR,25-44,M
468,2023-01-18,ASSAULT 3 & RELATED OFFENSES,STATEN ISLAND,MISDEMEANOR,18-24,M
469,2023-01-16,PETIT LARCENY,STATEN ISLAND,MISDEMEANOR,25-44,M
470,2023-01-18,HARRASSMENT 2,STATEN ISLAND,VIOLATION,45-64,M
471,2023-01-21,GRAND LARCENY OF MOTOR VEHICLE,STATEN ISLAND,FELONY,25-44,M
472,2023-01-05,OFF. AGNST PUB ORD SENSBLTY &,STATEN ISLAND,MISDEMEANOR,45-64,F
473,2023-01-12,CRIMINAL MISCHIEF & RELATED OF,STATEN ISLAND,MISDEMEANOR,UNKNOWN,D
474,2023-01-07,PETIT LARCENY,STATEN ISLAND,MISDEMEANOR,UNKNOWN,D
475,2023-01-17,GRAND LARCENY,STATEN ISLAND,FELONY,25-44,F
476,2023-01-31,FRAUDS,STATEN ISLAND,MISDEMEANOR,65+,F
477,2023-01-01,VEHICLE AND TRAFFIC LAWS,STATEN ISLAND,MISDEMEANOR,25-44,M
478,2023-01-30,OFFENSES INVOLVING FRAUD,STATEN ISLAND,MISDEMEANOR,UNKNOWN,E
479,2023-01-28,HARRASSMENT 2,STATEN ISLAND,VIOLATION,25-44,F
480,2023-01-01,ASSAULT 3 & RELATED OFFENSES,STATEN ISLAND,MISDEMEANOR,25-44,F
481,2023-01-31,PETIT LARCENY,STATEN ISLAND,MISDEMEANOR,UNKNOWN,D
482,2023-01-06,OFFENSES INVOLVING FRAUD,STATEN ISLAND,MISDEMEANOR,UNKNOWN,E
483,2023-01-28,CRIMINAL TRESPASS,STATEN ISLAND,MISDEMEANOR,25-44,F
484,2023-01-10,CRIMINAL MISCHIEF & RELATED OF,STATEN ISLAND,FELONY,18-24,M
485,2023-01-23,PETIT LARCENY,STATEN ISLAND,MISDEMEANOR,UNKNOWN,D
486,2023-01-09,HARRASSMENT 2,STATEN ISLAND,VIOLATION,25-44,F
487,2023-01-14,VEHICLE AND TRAFFIC LAWS,STATEN ISLAND,MISDEMEANOR,UNKNOWN,E
488,2023-01-01,HARRASSMENT 2,STATEN ISLAND,VIOLATION,25-44,M
489,2023-01-10,HARRASSMENT 2,STATEN ISLAND,VIOLATION,45-64,F
490,2023-01-31,VEHICLE AND TRAFFIC LAWS,STATEN ISLAND,MISDEMEANOR,UNKNOWN,E
491,2023-01-18,VEHICLE AND TRAFFIC LAWS,STATEN ISLAND,MISDEMEANOR,UNKNOWN,E
492,2023-01-24,GRAND LARCENY,STATEN ISLAND,FELONY,25-44,M
493,2023-01-05,GRAND LARCENY,STATEN ISLAND,FELONY,UNKNOWN,D
494,2023-01-14,PETIT LARCENY,STATEN ISLAND,MISDEMEANOR,UNKNOWN,D
495,2023-01-29,HARRASSMENT 2,STATEN ISLAND,VIOLATION,45-64,M
496,2023-01-10,VEHICLE AND TRAFFIC LAWS,STATEN ISLAND,MISDEMEANOR,45-64,M
497,2023-01-19,PETIT LARCENY,STATEN ISLAND,MISDEMEANOR,45-64,M
498,2023-01-20,THEFT-FRAUD,STATEN ISLAND,FELONY,65+,F
499,2023-01-04,OFF. AGNST PUB ORD SENSBLTY &,STATEN ISLAND,MISDEMEANOR,18-24,F
500,2023-01-24,ASSAULT 3 & RELATED OFFENSES,STATEN ISLAND,MISDEMEANOR,25-44,F
501,2023-01-05,GRAND LARCENY,STATEN ISLAND,FELONY,25-44,F
502,2023-01-04,PETIT LARCENY,STATEN ISLAND,MISDEMEANOR,UNKNOWN,D
503,2023-01-27,OFFENSES INVOLVING FRAUD,STATEN ISLAND,MISDEMEANOR,UNKNOWN,E
504,2023-01-07,GRAND LARCENY,STATEN ISLAND,FELONY,65+,M
505,2023-01-17,HARRASSMENT 2,STATEN ISLAND,VIOLATION,18-24,M
506,2023-01-06,CRIMINAL MISCHIEF & RELATED OF,STATEN ISLAND,MISDEMEANOR,UNKNOWN,E
507,2023-01-05,CRIMINAL MISCHIEF & RELATED OF,STATEN ISLAND,MISDEMEANOR,25-44,M
508,2023-01-10,ASSAULT 3 & RELATED OFFENSES,STATEN ISLAND,MISDEMEANOR,25-44,M
509,2023-01-05,GRAND LARCENY OF MOTOR VEHICLE,STATEN ISLAND,FELONY,45-64,M
510,2023-01-29,FELONY ASSAULT,STATEN ISLAND,FELONY,18-24,F
511,2023-01-13,HARRASSMENT 2,STATEN ISLAND,VIOLATION,45-64,F
512,2023-01-09,FORGERY,STATEN ISLAND,FELONY,UNKNOWN,E
513,2023-01-23,VEHICLE AND TRAFFIC LAWS,STATEN ISLAND,MISDEMEANOR,25-44,F
514,2023-01-29,HARRASSMENT 2,STATEN ISLAND,VIOLATION,25-44,F
515,2023-01-21,HARRASSMENT 2,STATEN ISLAND,VIOLATION,45-64,M
516,2023-01-05,DANGEROUS DRUGS,STATEN ISLAND,MISDEMEANOR,UNKNOWN,E
517,2023-01-03,HARRASSMENT 2,STATEN ISLAND,VIOLATION,25-44,F
518,2023-01-15,CRIMINAL MISCHIEF & RELATED OF,STATEN ISLAND,FELONY,45-64,M
519,2023-01-20,PETIT LARCENY,STATEN ISLAND,MISDEMEANOR,UNKNOWN,D
520,2023-01-24,OFF. AGNST PUB ORD SENSBLTY &,STATEN ISLAND,MISDEMEANOR,45-64,F
521,2023-01-03,GRAND LARCENY,STATEN ISLAND,FELONY,25-44,M
522,2023-01-17,MISCELLANEOUS PENAL LAW,STATEN ISLAND,FELONY,18-24,F
523,2023-01-14,HARRASSMENT 2,STATEN ISLAND,VIOLATION,45-64,F
524,2023-01-26,OFFENSES AGAINST THE PERSON,STATEN ISLAND,MISDEMEANOR,25-44,L
525,2023-01-17,OTHER STATE LAWS (NON PENAL LA,STATEN ISLAND,MISDEMEANOR,UNKNOWN,E
526,2023-01-23,CRIMINAL MISCHIEF & RELATED OF,STATEN ISLAND,MISDEMEANOR,25-44,M
527,2023-01-21,ASSAULT 3 & RELATED OFFENSES,STATEN ISLAND,MISDEMEANOR,45-64,F
528,2023-01-07,PETIT LARCENY,STATEN ISLAND,MISDEMEANOR,25-44,M
529,2023-01-16,HARRASSMENT 2,STATEN ISLAND,VIOLATION,18-24,M
530,2023-01-12,VEHICLE AND TRAFFIC LAWS,STATEN ISLAND,MISDEMEANOR,UNKNOWN,E
531,2023-01-16,CRIMINAL MISCHIEF & RELATED OF,STATEN ISLAND,FELONY,25-44,F
532,2023-01-14,DANGEROUS DRUGS,STATEN ISLAND,FELONY,UNKNOWN,D
533,2023-01-11,VEHICLE AND TRAFFIC LAWS,STATEN ISLAND,MISDEMEANOR,UNKNOWN,E
534,2023-01-24,OTHER OFFENSES RELATED TO THEF,STATEN ISLAND,MISDEMEANOR,UNKNOWN,M
535,2023-01-01,CRIMINAL MISCHIEF & RELATED OF,STATEN ISLAND,FELONY,25-44,F
536,2023-01-05,HARRASSMENT 2,STATEN ISLAND,VIOLATION,45-64,F
537,2023-01-27,CRIMINAL MISCHIEF & RELATED OF,STATEN ISLAND,MISDEMEANOR,25-44,M
538,2023-01-02,PETIT LARCENY,STATEN ISLAND,MISDEMEANOR,25-44,M
539,2023-01-28,OFF. AGNST PUB ORD SENSBLTY &,STATEN ISLAND,MISDEMEANOR,25-44,F
540,2023-01-28,HARRASSMENT 2,STATEN ISLAND,VIOLATION,18-24,M
541,2023-01-21,CRIMINAL MISCHIEF & RELATED OF,STATEN ISLAND,MISDEMEANOR,45-64,M
542,2023-01-15,ASSAULT 3 & RELATED OFFENSES,STATEN ISLAND,MISDEMEANOR,25-44,M
543,2023-01-24,PETIT LARCENY,STATEN ISLAND,MISDEMEANOR,UNKNOWN,D
544,2023-01-06,CRIMINAL MISCHIEF & RELATED OF,STATEN ISLAND,MISDEMEANOR,UNKNOWN,E
545,2023-01-10,HARRASSMENT 2,STATEN ISLAND,VIOLATION,25-44,F
546,2023-01-08,ASSAULT 3 & RELATED OFFENSES,STATEN ISLAND,MISDEMEANOR,18-24,F
547,2023-01-14,CRIMINAL MISCHIEF & RELATED OF,STATEN ISLAND,MISDEMEANOR,UNKNOWN,E
548,2023-01-01,ASSAULT 3 & RELATED OFFENSES,STATEN ISLAND,MISDEMEANOR,25-44,F
549,2023-01-14,CRIMINAL MISCHIEF & RELATED OF,STATEN ISLAND,FELONY,25-44,M
550,2023-01-24,HARRASSMENT 2,STATEN ISLAND,VIOLATION,25-44,F
551,2023-01-08,FELONY ASSAULT,STATEN ISLAND,FELONY,25-44,F
552,2023-01-06,MISCELLANEOUS PENAL LAW,STATEN ISLAND,FELONY,25-44,F
553,2023-01-10,GRAND LARCENY,STATEN ISLAND,FELONY,25-44,M
554,2023-01-25,PETIT LARCENY,STATEN ISLAND,MISDEMEANOR,45-64,F
555,2023-01-26,ASSAULT 3 & RELATED OFFENSES,STATEN ISLAND,MISDEMEANOR,18-24,F
556,2023-01-03,CRIMINAL MISCHIEF & RELATED OF,STATEN ISLAND,MISDEMEANOR,45-64,M
557,2023-01-11,HARRASSMENT 2,STATEN ISLAND,VIOLATION,45-64,F
558,2023-01-21,GRAND LARCENY,STATEN ISLAND,FELONY,UNKNOWN,F
559,2023-01-23,PETIT LARCENY,STATEN ISLAND,MISDEMEANOR,25-44,F
560,2023-01-12,VEHICLE AND TRAFFIC LAWS,STATEN ISLAND,MISDEMEANOR,UNKNOWN,E
561,2023-01-23,ASSAULT 3 & RELATED OFFENSES,STATEN ISLAND,MISDEMEANOR,25-44,M
562,2023-01-13,OTHER STATE LAWS (NON PENAL LA,STATEN ISLAND,MISDEMEANOR,UNKNOWN,E
563,2023-01-31,BURGLARY,STATEN ISLAND,FELONY,UNKNOWN,D
564,2023-01-07,GRAND LARCENY,STATEN ISLAND,FELONY,65+,F
565,2023-01-22,HARRASSMENT 2,STATEN ISLAND,VIOLATION,25-44,M
566,2023-01-18,PETIT LARCENY,STATEN ISLAND,MISDEMEANOR,UNKNOWN,D
