,complaint_date,offense,borough,category,victim_age_group,victim_sex
42647,2023-01-28,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,25-44,F
42648,2023-01-24,GRAND LARCENY,QUEENS,FELONY,25-44,F
42649,2023-01-22,PETIT LARCENY,QUEENS,MISDEMEANOR,25-44,F
42650,2023-01-20,VEHICLE AND TRAFFIC LAWS,QUEENS,MISDEMEANOR,25-44,F
42651,2023-01-21,OFF. AGNST PUB ORD SENSBLTY &,QUEENS,MISDEMEANOR,45-64,M
42652,2023-01-17,GRAND LARCENY,QUEENS,FELONY,25-44,M
42653,2023-01-09,PETIT LARCENY,QUEENS,MISDEMEANOR,UNKNOWN,D
42654,2023-01-16,HARRASSMENT 2,QUEENS,VIOLATION,25-44,M
42655,2023-01-07,PETIT LARCENY,QUEENS,MISDEMEANOR,45-64,F
42656,2023-01-17,OFF. AGNST PUB ORD SENSBLTY &,QUEENS,MISDEMEANOR,45-64,M
42657,2023-01-28,PETIT LARCENY,QUEENS,MISDEMEANOR,25-44,F
42658,2023-01-29,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,UNKNOWN,M
42659,2023-01-29,VEHICLE AND TRAFFIC LAWS,QUEENS,MISDEMEANOR,UNKNOWN,E
42660,2023-01-08,CRIMINAL MISCHIEF & RELATED OF,QUEENS,MISDEMEANOR,25-44,F
42661,2023-01-06,GRAND LARCENY,QUEENS,FELONY,65+,F
42662,2023-01-22,OFF. AGNST PUB ORD SENSBLTY &,QUEENS,MISDEMEANOR,25-44,M
42663,2023-01-22,VEHICLE AND TRAFFIC LAWS,QUEENS,MISDEMEANOR,UNKNOWN,E
42664,2023-01-14,HARRASSMENT 2,QUEENS,VIOLATION,45-64,F
42665,2023-01-25,PETIT LARCENY,QUEENS,MISDEMEANOR,25-44,F
42666,2023-01-08,OFFENSES AGAINST PUBLIC ADMINI,QUEENS,MISDEMEANOR,25-44,L
42667,2023-01-18,ROBBERY,QUEENS,FELONY,65+,M
42668,2023-01-18,VEHICLE AND TRAFFIC LAWS,QUEENS,MISDEMEANOR,UNKNOWN,E
42669,2023-01-23,PETIT LARCENY,QUEENS,MISDEMEANOR,65+,M
42670,2023-01-07,ROBBERY,BRONX,FELONY,25-44,M
42671,2023-01-30,BURGLARY,QUEENS,FELONY,25-44,F
42672,2023-01-25,OFF. AGNST PUB ORD SENSBLTY &,QUEENS,MISDEMEANOR,18-24,F
42673,2023-01-28,ROBBERY,QUEENS,FELONY,18-24,F
42674,2023-01-06,THEFT-FRAUD,QUEENS,FELONY,65+,M
42675,2023-01-24,VEHICLE AND TRAFFIC LAWS,QUEENS,MISDEMEANOR,UNKNOWN,E
42676,2023-01-18,HARRASSMENT 2,QUEENS,VIOLATION,45-64,M
42677,2023-01-07,SEX CRIMES,QUEENS,MISDEMEANOR,<18,F
42678,2023-01-29,CRIMINAL MISCHIEF & RELATED OF,QUEENS,MISDEMEANOR,UNKNOWN,E
42679,2023-01-26,PETIT LARCENY,QUEENS,MISDEMEANOR,25-44,M
42680,2023-01-06,CRIMINAL MISCHIEF & RELATED OF,QUEENS,MISDEMEANOR,25-44,F
42681,2023-01-05,BURGLARY,QUEENS,FELONY,65+,M
42682,2023-01-13,HARRASSMENT 2,BRONX,VIOLATION,25-44,F
42683,2023-01-17,HARRASSMENT 2,QUEENS,VIOLATION,25-44,F
42684,2023-01-03,HARRASSMENT 2,QUEENS,VIOLATION,25-44,F
42685,2023-01-26,DANGEROUS WEAPONS,QUEENS,FELONY,UNKNOWN,E
42686,2023-01-17,VEHICLE AND TRAFFIC LAWS,QUEENS,MISDEMEANOR,UNKNOWN,E
42687,2023-01-27,VEHICLE AND TRAFFIC LAWS,QUEENS,MISDEMEANOR,UNKNOWN,E
42688,2023-01-23,HARRASSMENT 2,QUEENS,VIOLATION,45-64,F
42689,2023-01-12,MISCELLANEOUS PENAL LAW,QUEENS,FELONY,UNKNOWN,E
42690,2023-01-16,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,45-64,F
42691,2023-01-14,HARRASSMENT 2,QUEENS,VIOLATION,25-44,F
42692,2023-01-13,DANGEROUS WEAPONS,QUEENS,MISDEMEANOR,UNKNOWN,E
42693,2023-01-11,FORGERY,QUEENS,FELONY,UNKNOWN,E
42694,2023-01-06,HARRASSMENT 2,QUEENS,VIOLATION,45-64,M
42695,2023-01-21,HARRASSMENT 2,QUEENS,VIOLATION,18-24,F
42696,2023-01-26,VEHICLE AND TRAFFIC LAWS,QUEENS,MISDEMEANOR,UNKNOWN,E
42697,2023-01-28,BURGLARY,QUEENS,FELONY,25-44,F
42698,2023-01-24,SEX CRIMES,QUEENS,MISDEMEANOR,65+,F
42699,2023-01-07,PETIT LARCENY,QUEENS,MISDEMEANOR,18-24,F
42700,2023-01-09,PETIT LARCENY,QUEENS,MISDEMEANOR,65+,M
42701,2023-01-31,PETIT LARCENY,QUEENS,MISDEMEANOR,UNKNOWN,D
42702,2023-01-23,PETIT LARCENY,QUEENS,MISDEMEANOR,25-44,F
42703,2023-01-19,HARRASSMENT 2,QUEENS,VIOLATION,25-44,F
42704,2023-01-05,CRIMINAL MISCHIEF & RELATED OF,QUEENS,FELONY,45-64,F
42705,2023-01-21,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,25-44,F
42706,2023-01-14,CRIMINAL MISCHIEF & RELATED OF,QUEENS,MISDEMEANOR,45-64,M
42707,2023-01-26,PETIT LARCENY,QUEENS,MISDEMEANOR,25-44,F
42708,2023-01-13,HARRASSMENT 2,QUEENS,VIOLATION,18-24,F
42709,2023-01-08,VEHICLE AND TRAFFIC LAWS,QUEENS,MISDEMEANOR,UNKNOWN,E
42710,2023-01-13,VEHICLE AND TRAFFIC LAWS,QUEENS,MISDEMEANOR,45-64,M
42711,2023-01-03,DANGEROUS WEAPONS,QUEENS,FELONY,25-44,M
42712,2023-01-18,GRAND LARCENY,QUEENS,FELONY,45-64,M
42713,2023-01-16,DANGEROUS WEAPONS,QUEENS,MISDEMEANOR,UNKNOWN,E
42714,2023-01-19,FELONY ASSAULT,QUEENS,FELONY,45-64,M
42715,2023-01-23,OFF. AGNST PUB ORD SENSBLTY &,QUEENS,MISDEMEANOR,25-44,F
42716,2023-01-18,MISCELLANEOUS PENAL LAW,QUEENS,FELONY,18-24,F
42717,2023-01-07,HARRASSMENT 2,QUEENS,VIOLATION,25-44,F
42718,2023-01-24,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,<18,F
42719,2023-01-25,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,25-44,F
42720,2023-01-19,PETIT LARCENY,QUEENS,MISDEMEANOR,UNKNOWN,D
42721,2023-01-17,HARRASSMENT 2,QUEENS,VIOLATION,45-64,M
42722,2023-01-15,PETIT LARCENY,QUEENS,MISDEMEANOR,UNKNOWN,D
42723,2023-01-27,GRAND LARCENY,QUEENS,FELONY,45-64,F
42724,2023-01-02,HARRASSMENT 2,QUEENS,VIOLATION,65+,F
42725,2023-01-01,MISCELLANEOUS PENAL LAW,QUEENS,FELONY,<18,M
42726,2023-01-28,HARRASSMENT 2,QUEENS,VIOLATION,25-44,F
42727,2023-01-23,PETIT LARCENY,QUEENS,MISDEMEANOR,18-24,M
42728,2023-01-07,HARRASSMENT 2,QUEENS,VIOLATION,45-64,F
42729,2023-01-24,DANGEROUS WEAPONS,QUEENS,MISDEMEANOR,UNKNOWN,E
42730,2023-01-06,FELONY ASSAULT,QUEENS,FELONY,45-64,M
42731,2023-01-17,PETIT LARCENY,QUEENS,MISDEMEANOR,18-24,F
42732,2023-01-27,BURGLARY,QUEENS,FELONY,UNKNOWN,D
42733,2023-01-31,MISCELLANEOUS PENAL LAW,QUEENS,FELONY,25-44,M
42734,2023-01-16,FELONY ASSAULT,QUEENS,FELONY,UNKNOWN,M
42735,2023-01-29,CRIMINAL MISCHIEF & RELATED OF,QUEENS,FELONY,UNKNOWN,D
42736,2023-01-24,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,25-44,F
42737,2023-01-31,OFF. AGNST PUB ORD SENSBLTY &,QUEENS,MISDEMEANOR,25-44,M
42738,2023-01-02,PETIT LARCENY,QUEENS,MISDEMEANOR,UNKNOWN,D
42739,2023-01-10,HARRASSMENT 2,QUEENS,VIOLATION,25-44,F
42740,2023-01-12,MISCELLANEOUS PENAL LAW,QUEENS,FELONY,25-44,F
42741,2023-01-15,GRAND LARCENY OF MOTOR VEHICLE,QUEENS,FELONY,25-44,F
42742,2023-01-09,PETIT LARCENY,QUEENS,MISDEMEANOR,45-64,F
42743,2023-01-14,HARRASSMENT 2,QUEENS,VIOLATION,45-64,M
42744,2023-01-16,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,<18,M
42745,2023-01-22,OFF. AGNST PUB ORD SENSBLTY &,QUEENS,MISDEMEANOR,<18,F
42746,2023-01-03,BURGLARY,QUEENS,FELONY,25-44,M
42747,2023-01-25,PETIT LARCENY,QUEENS,MISDEMEANOR,25-44,M
42748,2023-01-21,HARRASSMENT 2,QUEENS,VIOLATION,45-64,F
42749,2023-01-31,SEX CRIMES,QUEENS,MISDEMEANOR,<18,M
42750,2023-01-12,CRIMINAL MISCHIEF & RELATED OF,QUEENS,MISDEMEANOR,25-44,F
42751,2023-01-11,GRAND LARCENY,QUEENS,FELONY,UNKNOWN,F
42752,2023-01-31,PETIT LARCENY,QUEENS,MISDEMEANOR,25-44,M
42753,2023-01-18,VEHICLE AND TRAFFIC LAWS,QUEENS,MISDEMEANOR,UNKNOWN,E
42754,2023-01-19,PETIT LARCENY,QUEENS,MISDEMEANOR,45-64,M
42755,2023-01-17,GRAND LARCENY,QUEENS,FELONY,25-44,F
42756,2023-01-12,FELONY ASSAULT,QUEENS,FELONY,<18,M
42757,2023-01-11,MISCELLANEOUS PENAL LAW,QUEENS,FELONY,25-44,F
42758,2023-01-05,HARRASSMENT 2,QUEENS,VIOLATION,65+,F
42759,2023-01-21,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,45-64,F
42760,2023-01-06,BURGLARY,QUEENS,FELONY,25-44,M
42761,2023-01-01,PETIT LARCENY,QUEENS,MISDEMEANOR,25-44,M
42762,2023-01-30,OFFENSES AGAINST PUBLIC ADMINI,QUEENS,MISDEMEANOR,UNKNOWN,E
42763,2023-01-02,PETIT LARCENY,QUEENS,MISDEMEANOR,UNKNOWN,D
42764,2023-01-04,GRAND LARCENY OF MOTOR VEHICLE,QUEENS,FELONY,45-64,F
42765,2023-01-15,DANGEROUS WEAPONS,QUEENS,FELONY,UNKNOWN,E
42766,2023-01-07,HARRASSMENT 2,QUEENS,VIOLATION,25-44,F
42767,2023-01-09,HARRASSMENT 2,QUEENS,VIOLATION,25-44,F
42768,2023-01-21,DANGEROUS WEAPONS,QUEENS,FELONY,18-24,F
42769,2023-01-09,THEFT-FRAUD,QUEENS,FELONY,18-24,F
42770,2023-01-31,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,45-64,M
42771,2023-01-17,PETIT LARCENY,QUEENS,MISDEMEANOR,UNKNOWN,D
42772,2023-01-25,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,25-44,F
42773,2023-01-14,GRAND LARCENY,QUEENS,FELONY,45-64,M
42774,2023-01-14,PETIT LARCENY,QUEENS,MISDEMEANOR,45-64,M
42775,2023-01-31,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,18-24,F
42776,2023-01-07,DANGEROUS DRUGS,QUEENS,FELONY,UNKNOWN,E
42777,2023-01-03,THEFT-FRAUD,QUEENS,FELONY,25-44,M
42778,2023-01-15,PETIT LARCENY,QUEENS,MISDEMEANOR,65+,M
42779,2023-01-31,HARRASSMENT 2,QUEENS,VIOLATION,18-24,F
42780,2023-01-08,PETIT LARCENY,QUEENS,MISDEMEANOR,25-44,F
42781,2023-01-27,OFFENSES INVOLVING FRAUD,QUEENS,MISDEMEANOR,UNKNOWN,E
42782,2023-01-24,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,25-44,F
42783,2023-01-07,CRIMINAL MISCHIEF & RELATED OF,QUEENS,FELONY,25-44,M
42784,2023-01-03,GRAND LARCENY,QUEENS,FELONY,45-64,F
42785,2023-01-29,CRIMINAL MISCHIEF & RELATED OF,QUEENS,MISDEMEANOR,UNKNOWN,E
42786,2023-01-20,SEX CRIMES,QUEENS,MISDEMEANOR,<18,F
42787,2023-01-26,HARRASSMENT 2,QUEENS,VIOLATION,18-24,F
42788,2023-01-26,FORGERY,QUEENS,FELONY,UNKNOWN,E
42789,2023-01-22,GRAND LARCENY OF MOTOR VEHICLE,QUEENS,FELONY,25-44,M
42790,2023-01-01,PETIT LARCENY,QUEENS,MISDEMEANOR,25-44,M
42791,2023-01-05,CRIMINAL MISCHIEF & RELATED OF,QUEENS,FELONY,65+,M
42792,2023-01-24,PETIT LARCENY,QUEENS,MISDEMEANOR,25-44,M
42793,2023-01-22,GRAND LARCENY OF MOTOR VEHICLE,QUEENS,FELONY,25-44,M
42794,2023-01-05,PETIT LARCENY,QUEENS,MISDEMEANOR,25-44,F
42795,2023-01-04,VEHICLE AND TRAFFIC LAWS,QUEENS,MISDEMEANOR,25-44,M
42796,2023-01-04,HARRASSMENT 2,QUEENS,VIOLATION,45-64,F
42797,2023-01-01,DANGEROUS WEAPONS,QUEENS,MISDEMEANOR,UNKNOWN,E
42798,2023-01-31,UNAUTHORIZED USE OF A VEHICLE,QUEENS,MISDEMEANOR,65+,M
42799,2023-01-07,DANGEROUS DRUGS,QUEENS,FELONY,UNKNOWN,E
42800,2023-01-31,CRIMINAL MISCHIEF & RELATED OF,QUEENS,FELONY,25-44,M
42801,2023-01-17,HARRASSMENT 2,QUEENS,VIOLATION,25-44,F
42802,2023-01-25,OFFENSES AGAINST PUBLIC SAFETY,QUEENS,MISDEMEANOR,UNKNOWN,E
42803,2023-01-15,MISCELLANEOUS PENAL LAW,QUEENS,FELONY,25-44,M
42804,2023-01-24,FELONY ASSAULT,QUEENS,FELONY,25-44,F
42805,2023-01-05,MISCELLANEOUS PENAL LAW,QUEENS,FELONY,45-64,F
42806,2023-01-03,ADMINISTRATIVE CODE,QUEENS,VIOLATION,UNKNOWN,E
42807,2023-01-18,GRAND LARCENY,QUEENS,FELONY,UNKNOWN,D
42808,2023-01-13,HARRASSMENT 2,QUEENS,VIOLATION,18-24,F
42809,2023-01-05,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,25-44,M
42810,2023-01-08,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,25-44,F
42811,2023-01-21,FELONY ASSAULT,QUEENS,FELONY,45-64,M
42812,2023-01-24,GRAND LARCENY,QUEENS,FELONY,25-44,F
42813,2023-01-14,FORGERY,QUEENS,FELONY,UNKNOWN,E
42814,2023-01-21,FELONY ASSAULT,QUEENS,FELONY,25-44,F
42815,2023-01-26,VEHICLE AND TRAFFIC LAWS,QUEENS,MISDEMEANOR,UNKNOWN,E
42816,2023-01-14,PETIT LARCENY,QUEENS,MISDEMEANOR,25-44,M
42817,2023-01-09,CRIMINAL MISCHIEF & RELATED OF,QUEENS,FELONY,65+,M
42818,2023-01-13,CRIMINAL MISCHIEF & RELATED OF,QUEENS,MISDEMEANOR,45-64,F
42819,2023-01-28,MISCELLANEOUS PENAL LAW,QUEENS,FELONY,25-44,M
42820,2023-01-17,HARRASSMENT 2,QUEENS,VIOLATION,45-64,M
42821,2023-01-13,PETIT LARCENY,QUEENS,MISDEMEANOR,45-64,M
42822,2023-01-31,FELONY ASSAULT,QUEENS,FELONY,18-24,F
42823,2023-01-14,DANGEROUS WEAPONS,QUEENS,MISDEMEANOR,UNKNOWN,E
42824,2023-01-11,FORGERY,QUEENS,FELONY,UNKNOWN,E
42825,2023-01-22,HARRASSMENT 2,QUEENS,VIOLATION,25-44,F
42826,2023-01-29,BURGLARY,QUEENS,FELONY,25-44,F
42827,2023-01-21,FELONY ASSAULT,QUEENS,FELONY,25-44,F
42828,2023-01-09,FELONY ASSAULT,QUEENS,FELONY,<18,M
42829,2023-01-29,ROBBERY,QUEENS,FELONY,UNKNOWN,D
42830,2023-01-29,GRAND LARCENY,QUEENS,FELONY,25-44,F
42831,2023-01-20,GRAND LARCENY,QUEENS,FELONY,25-44,F
42832,2023-01-25,CRIMINAL TRESPASS,QUEENS,MISDEMEANOR,25-44,F
42833,2023-01-20,OFF. AGNST PUB ORD SENSBLTY &,QUEENS,MISDEMEANOR,25-44,F
42834,2023-01-01,MISCELLANEOUS PENAL LAW,QUEENS,FELONY,25-44,M
42835,2023-01-31,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,18-24,F
42836,2023-01-17,OFFENSES AGAINST PUBLIC ADMINI,QUEENS,MISDEMEANOR,UNKNOWN,E
42837,2023-01-05,PETIT LARCENY,QUEENS,MISDEMEANOR,25-44,M
42838,2023-01-14,SEX CRIMES,QUEENS,FELONY,18-24,F
42839,2023-01-20,PETIT LARCENY,QUEENS,MISDEMEANOR,25-44,M
42840,2023-01-26,CRIMINAL MISCHIEF & RELATED OF,QUEENS,FELONY,UNKNOWN,D
42841,2023-01-10,DANGEROUS WEAPONS,QUEENS,FELONY,45-64,F
42842,2023-01-27,HARRASSMENT 2,QUEENS,VIOLATION,65+,M
42843,2023-01-18,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,25-44,M
42844,2023-01-18,MISCELLANEOUS PENAL LAW,QUEENS,FELONY,25-44,F
42845,2023-01-04,PETIT LARCENY,QUEENS,MISDEMEANOR,18-24,M
42846,2023-01-17,FORGERY,QUEENS,FELONY,UNKNOWN,E
42847,2023-01-15,PETIT LARCENY,QUEENS,MISDEMEANOR,UNKNOWN,D
42848,2023-01-08,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,25-44,F
42849,2023-01-10,NYS LAWS-UNCLASSIFIED FELONY,QUEENS,FELONY,UNKNOWN,E
42850,2023-01-30,PETIT LARCENY,QUEENS,MISDEMEANOR,65+,F
42851,2023-01-14,FELONY ASSAULT,QUEENS,FELONY,18-24,F
42852,2023-01-21,VEHICLE AND TRAFFIC LAWS,QUEENS,MISDEMEANOR,UNKNOWN,E
42853,2023-01-28,PETIT LARCENY,QUEENS,MISDEMEANOR,25-44,F
42854,2023-01-27,VEHICLE AND TRAFFIC LAWS,QUEENS,MISDEMEANOR,UNKNOWN,E
42855,2023-01-18,HARRASSMENT 2,QUEENS,VIOLATION,25-44,F
42856,2023-01-14,PETIT LARCENY,QUEENS,MISDEMEANOR,UNKNOWN,D
42857,2023-01-27,PETIT LARCENY,QUEENS,MISDEMEANOR,25-44,F
42858,2023-01-23,GRAND LARCENY,QUEENS,FELONY,45-64,M
42859,2023-01-19,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,25-44,F
42860,2023-01-01,CANNABIS RELATED OFFENSES,QUEENS,VIOLATION,UNKNOWN,E
42861,2023-01-19,FELONY ASSAULT,QUEENS,FELONY,25-44,F
42862,2023-01-19,PETIT LARCENY,QUEENS,MISDEMEANOR,UNKNOWN,F
42863,2023-01-30,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,45-64,F
42864,2023-01-30,SEX CRIMES,QUEENS,MISDEMEANOR,<18,F
42865,2023-01-24,OFFENSES AGAINST PUBLIC ADMINI,QUEENS,MISDEMEANOR,25-44,F
42866,2023-01-09,HARRASSMENT 2,QUEENS,VIOLATION,<18,M
42867,2023-01-01,HARRASSMENT 2,QUEENS,VIOLATION,25-44,F
42868,2023-01-10,ROBBERY,QUEENS,FELONY,25-44,F
42869,2023-01-25,DANGEROUS WEAPONS,QUEENS,MISDEMEANOR,UNKNOWN,E
42870,2023-01-28,CRIMINAL TRESPASS,QUEENS,MISDEMEANOR,UNKNOWN,E
42871,2023-01-04,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,45-64,M
42872,2023-01-07,GRAND LARCENY OF MOTOR VEHICLE,QUEENS,FELONY,UNKNOWN,D
42873,2023-01-23,ROBBERY,QUEENS,FELONY,25-44,F
42874,2023-01-14,PETIT LARCENY,QUEENS,MISDEMEANOR,25-44,M
42875,2023-01-30,OFF. AGNST PUB ORD SENSBLTY &,QUEENS,MISDEMEANOR,25-44,F
42876,2023-01-16,PETIT LARCENY,QUEENS,MISDEMEANOR,25-44,M
42877,2023-01-20,MISCELLANEOUS PENAL LAW,QUEENS,FELONY,25-44,F
42878,2023-01-02,HARRASSMENT 2,QUEENS,VIOLATION,25-44,F
42879,2023-01-28,PETIT LARCENY,QUEENS,MISDEMEANOR,UNKNOWN,D
42880,2023-01-09,CRIMINAL MISCHIEF & RELATED OF,QUEENS,MISDEMEANOR,UNKNOWN,D
42881,2023-01-01,CRIMINAL MISCHIEF & RELATED OF,QUEENS,MISDEMEANOR,25-44,F
42882,2023-01-28,FELONY ASSAULT,QUEENS,FELONY,25-44,M
42883,2023-01-17,FRAUDS,QUEENS,MISDEMEANOR,25-44,M
42884,2023-01-20,PETIT LARCENY,QUEENS,MISDEMEANOR,UNKNOWN,D
42885,2023-01-03,VEHICLE AND TRAFFIC LAWS,QUEENS,MISDEMEANOR,UNKNOWN,E
42886,2023-01-27,PETIT LARCENY,QUEENS,MISDEMEANOR,25-44,M
42887,2023-01-09,ROBBERY,QUEENS,FELONY,<18,M
42888,2023-01-10,THEFT-FRAUD,QUEENS,FELONY,45-64,F
42889,2023-01-02,ROBBERY,QUEENS,FELONY,18-24,F
42890,2023-01-26,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,18-24,F
42891,2023-01-07,HARRASSMENT 2,QUEENS,VIOLATION,45-64,F
42892,2023-01-15,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,25-44,M
42893,2023-01-04,DANGEROUS DRUGS,QUEENS,FELONY,UNKNOWN,E
42894,2023-01-16,PETIT LARCENY,QUEENS,MISDEMEANOR,25-44,M
42895,2023-01-13,PETIT LARCENY,QUEENS,MISDEMEANOR,45-64,F
42896,2023-01-02,OTHER OFFENSES RELATED TO THEF,QUEENS,MISDEMEANOR,45-64,M
42897,2023-01-08,SEX CRIMES,QUEENS,MISDEMEANOR,25-44,F
42898,2023-01-29,SEX CRIMES,QUEENS,MISDEMEANOR,<18,F
42899,2023-01-08,CRIMINAL MISCHIEF & RELATED OF,QUEENS,MISDEMEANOR,25-44,M
42900,2023-01-17,CRIMINAL MISCHIEF & RELATED OF,QUEENS,FELONY,25-44,M
42901,2023-01-12,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,25-44,M
42902,2023-01-18,BURGLARY,QUEENS,FELONY,25-44,F
42903,2023-01-28,GRAND LARCENY,QUEENS,FELONY,<18,M
42904,2023-01-08,GRAND LARCENY,QUEENS,FELONY,65+,F
42905,2023-01-27,POSSESSION OF STOLEN PROPERTY,QUEENS,MISDEMEANOR,UNKNOWN,F
42906,2023-01-12,MISCELLANEOUS PENAL LAW,QUEENS,FELONY,UNKNOWN,E
42907,2023-01-21,GRAND LARCENY,QUEENS,FELONY,45-64,M
42908,2023-01-02,HARRASSMENT 2,QUEENS,VIOLATION,45-64,M
42909,2023-01-27,PETIT LARCENY,QUEENS,MISDEMEANOR,45-64,F
42910,2023-01-17,OFF. AGNST PUB ORD SENSBLTY &,QUEENS,MISDEMEANOR,18-24,F
42911,2023-01-31,ADMINISTRATIVE CODE,QUEENS,MISDEMEANOR,65+,M
42912,2023-01-08,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,25-44,F
42913,2023-01-12,HARRASSMENT 2,QUEENS,VIOLATION,25-44,F
42914,2023-01-17,PETIT LARCENY,BRONX,MISDEMEANOR,65+,F
42915,2023-01-15,BURGLARY,QUEENS,FELONY,65+,M
42916,2023-01-25,PETIT LARCENY,QUEENS,MISDEMEANOR,UNKNOWN,D
42917,2023-01-30,PETIT LARCENY,QUEENS,MISDEMEANOR,18-24,M
42918,2023-01-19,SEX CRIMES,QUEENS,MISDEMEANOR,<18,F
42919,2023-01-17,FELONY ASSAULT,QUEENS,FELONY,25-44,M
42920,2023-01-10,DANGEROUS WEAPONS,QUEENS,MISDEMEANOR,UNKNOWN,E
42921,2023-01-04,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,25-44,F
42922,2023-01-10,CANNABIS RELATED OFFENSES,QUEENS,FELONY,UNKNOWN,E
42923,2023-01-25,PETIT LARCENY,QUEENS,MISDEMEANOR,25-44,M
42924,2023-01-03,BURGLARY,QUEENS,FELONY,45-64,M
42925,2023-01-03,PETIT LARCENY,QUEENS,MISDEMEANOR,18-24,F
42926,2023-01-26,CRIMINAL MISCHIEF & RELATED OF,QUEENS,MISDEMEANOR,18-24,M
42927,2023-01-27,CRIMINAL MISCHIEF & RELATED OF,QUEENS,MISDEMEANOR,25-44,F
42928,2023-01-27,OFFENSES INVOLVING FRAUD,QUEENS,MISDEMEANOR,UNKNOWN,E
42929,2023-01-29,CRIMINAL MISCHIEF & RELATED OF,QUEENS,MISDEMEANOR,25-44,M
42930,2023-01-07,HARRASSMENT 2,QUEENS,VIOLATION,65+,F
42931,2023-01-12,PETIT LARCENY,QUEENS,MISDEMEANOR,25-44,F
42932,2023-01-15,FELONY ASSAULT,QUEENS,FELONY,25-44,F
42933,2023-01-22,GRAND LARCENY,QUEENS,FELONY,25-44,M
42934,2023-01-28,PETIT LARCENY,QUEENS,MISDEMEANOR,45-64,M
42935,2023-01-13,BURGLARY,QUEENS,FELONY,25-44,M
42936,2023-01-12,DANGEROUS DRUGS,QUEENS,MISDEMEANOR,UNKNOWN,E
42937,2023-01-15,SEX CRIMES,QUEENS,MISDEMEANOR,<18,M
42938,2023-01-31,VEHICLE AND TRAFFIC LAWS,QUEENS,MISDEMEANOR,65+,M
42939,2023-01-18,HARRASSMENT 2,QUEENS,VIOLATION,25-44,F
42940,2023-01-17,VEHICLE AND TRAFFIC LAWS,QUEENS,MISDEMEANOR,UNKNOWN,E
42941,2023-01-10,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,25-44,M
42942,2023-01-25,VEHICLE AND TRAFFIC LAWS,QUEENS,MISDEMEANOR,<18,M
42943,2023-01-10,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,18-24,F
42944,2023-01-05,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,25-44,F
42945,2023-01-13,FELONY ASSAULT,QUEENS,FELONY,<18,F
42946,2023-01-02,HARRASSMENT 2,QUEENS,VIOLATION,25-44,M
42947,2023-01-27,HARRASSMENT 2,QUEENS,VIOLATION,45-64,F
42948,2023-01-11,CRIMINAL MISCHIEF & RELATED OF,QUEENS,MISDEMEANOR,UNKNOWN,D
42949,2023-01-30,OFFENSES INVOLVING FRAUD,QUEENS,MISDEMEANOR,UNKNOWN,E
42950,2023-01-25,GRAND LARCENY OF MOTOR VEHICLE,QUEENS,FELONY,45-64,M
42951,2023-01-03,GRAND LARCENY OF MOTOR VEHICLE,QUEENS,FELONY,25-44,M
42952,2023-01-29,GRAND LARCENY,QUEENS,FELONY,65+,F
42953,2023-01-18,HARRASSMENT 2,QUEENS,VIOLATION,45-64,F
42954,2023-01-29,HARRASSMENT 2,QUEENS,VIOLATION,65+,F
42955,2023-01-12,HARRASSMENT 2,QUEENS,VIOLATION,45-64,F
42956,2023-01-30,ROBBERY,QUEENS,FELONY,45-64,F
42957,2023-01-12,PETIT LARCENY,QUEENS,MISDEMEANOR,UNKNOWN,D
